Date;GDP YOY;CPI YOY;InflationTrend;GrowthTrend;RecessionFlag;Regime
2003-05-31;1.7;2.1;Falling;Falling;0;Recessionary Pressure
2003-06-30;2.0;2.1;Falling;Flat;0;Neutral/Transition
2003-07-31;2.0;2.1;Falling;Flat;0;Neutral/Transition
2003-08-31;2.0;2.2;Falling;Flat;0;Neutral/Transition
2003-09-30;3.2;2.3;Falling;Rising;0;Disinflationary Expansion
2003-10-31;3.2;2.0;Falling;Rising;0;Disinflationary Expansion
2003-11-30;3.2;1.8;Falling;Rising;0;Disinflationary Expansion
2003-12-31;4.3;1.9;Falling;Rising;0;Disinflationary Expansion
2004-01-31;4.3;1.9;Falling;Rising;0;Disinflationary Expansion
2004-02-29;4.3;1.7;Falling;Rising;0;Disinflationary Expansion
2004-03-31;4.3;1.7;Falling;Rising;0;Disinflationary Expansion
2004-04-30;4.3;2.3;Rising;Rising;0;Reflation / Overheating
2004-05-31;4.3;3.1;Rising;Rising;0;Reflation / Overheating
2004-06-30;4.2;3.3;Rising;Falling;0;High Inflation / Slowing Growth
2004-07-31;4.2;3.0;Rising;Falling;0;High Inflation / Slowing Growth
2004-08-31;4.2;2.7;Rising;Falling;0;High Inflation / Slowing Growth
2004-09-30;3.5;2.5;Rising;Falling;0;High Inflation / Slowing Growth
2004-10-31;3.5;3.2;Rising;Falling;0;High Inflation / Slowing Growth
2004-11-30;3.5;3.5;Rising;Falling;0;High Inflation / Slowing Growth
2004-12-31;3.4;3.3;Flat;Falling;0;Neutral/Transition
2005-01-31;3.4;3.0;Flat;Falling;0;Neutral/Transition
2005-02-28;3.4;3.0;Rising;Falling;0;High Inflation / Slowing Growth
2005-03-31;3.9;3.1;Rising;Rising;0;Reflation / Overheating
2005-04-30;3.9;3.5;Rising;Rising;0;Reflation / Overheating
2005-05-31;3.9;2.8;Falling;Rising;0;Disinflationary Expansion
2005-06-30;3.6;2.5;Falling;Rising;0;Disinflationary Expansion
2005-07-31;3.6;3.2;Rising;Rising;0;Reflation / Overheating
2005-08-31;3.6;3.6;Rising;Rising;0;Reflation / Overheating
2005-09-30;3.4;4.7;Rising;Falling;0;High Inflation / Slowing Growth
2005-10-31;3.4;4.3;Rising;Falling;0;High Inflation / Slowing Growth
2005-11-30;3.4;3.5;Rising;Falling;0;High Inflation / Slowing Growth
2005-12-31;3.0;3.4;Rising;Falling;0;High Inflation / Slowing Growth
2006-01-31;3.0;4.0;Rising;Falling;0;High Inflation / Slowing Growth
2006-02-28;3.0;3.6;Flat;Falling;0;Neutral/Transition
2006-03-31;3.2;3.4;Falling;Falling;0;Recessionary Pressure
2006-04-30;3.2;3.5;Falling;Falling;0;Recessionary Pressure
2006-05-31;3.2;4.2;Rising;Falling;0;High Inflation / Slowing Growth
2006-06-30;3.0;4.3;Rising;Flat;0;Neutral/Transition
2006-07-31;3.0;4.1;Rising;Flat;0;Neutral/Transition
2006-08-31;3.0;3.8;Rising;Flat;0;Neutral/Transition
2006-09-30;2.3;2.1;Falling;Falling;0;Recessionary Pressure
2006-10-31;2.3;1.3;Falling;Falling;0;Recessionary Pressure
2006-11-30;2.3;2.0;Falling;Falling;0;Recessionary Pressure
2006-12-31;2.6;2.5;Falling;Falling;0;Recessionary Pressure
2007-01-31;2.6;2.1;Falling;Falling;0;Recessionary Pressure
2007-02-28;2.6;2.4;Falling;Falling;0;Recessionary Pressure
2007-03-31;1.6;2.8;Rising;Falling;0;High Inflation / Slowing Growth
2007-04-30;1.6;2.6;Rising;Falling;0;High Inflation / Slowing Growth
2007-05-31;1.6;2.7;Rising;Falling;0;High Inflation / Slowing Growth
2007-06-30;1.9;2.7;Rising;Falling;0;High Inflation / Slowing Growth
2007-07-31;1.9;2.4;Rising;Falling;0;High Inflation / Slowing Growth
2007-08-31;1.9;2.0;Falling;Falling;0;Recessionary Pressure
2007-09-30;2.4;2.8;Flat;Rising;0;Neutral/Transition
2007-10-31;2.4;3.5;Rising;Rising;0;Reflation / Overheating
2007-11-30;2.4;4.3;Rising;Rising;0;Reflation / Overheating
2007-12-31;2.1;4.1;Rising;Rising;0;Reflation / Overheating
2008-01-31;2.1;4.3;Rising;Rising;0;Reflation / Overheating
2008-02-29;2.1;4.0;Rising;Rising;0;Reflation / Overheating
2008-03-31;1.4;4.0;Rising;Falling;0;High Inflation / Slowing Growth
2008-04-30;1.4;3.9;Rising;Falling;0;High Inflation / Slowing Growth
2008-05-31;1.4;4.2;Falling;Falling;0;Recessionary Pressure
2008-06-30;1.4;5.0;Rising;Falling;0;High Inflation / Slowing Growth
2008-07-31;1.4;5.6;Rising;Falling;0;High Inflation / Slowing Growth
2008-08-31;1.4;5.4;Rising;Falling;0;High Inflation / Slowing Growth
2008-09-30;0.3;4.9;Rising;Falling;0;High Inflation / Slowing Growth
2008-10-31;0.3;3.7;Falling;Falling;0;Recessionary Pressure
2008-11-30;0.3;1.1;Falling;Falling;0;Recessionary Pressure
2008-12-31;-2.5;0.1;Falling;Falling;1;Recessionary Pressure
2009-01-31;-2.5;0.0;Falling;Falling;1;Recessionary Pressure
2009-02-28;-2.5;0.2;Falling;Falling;1;Recessionary Pressure
2009-03-31;-3.2;-0.4;Falling;Falling;1;Recessionary Pressure
2009-04-30;-3.2;-0.7;Falling;Falling;1;Recessionary Pressure
2009-05-31;-3.2;-1.3;Falling;Falling;1;Recessionary Pressure
2009-06-30;-4.0;-1.4;Falling;Falling;1;Recessionary Pressure
2009-07-31;-4.0;-2.1;Falling;Falling;1;Recessionary Pressure
2009-08-31;-4.0;-1.5;Falling;Falling;1;Recessionary Pressure
2009-09-30;-3.1;-1.3;Falling;Rising;1;Recessionary Pressure
2009-10-31;-3.1;-0.2;Rising;Rising;1;Recessionary Pressure
2009-11-30;-3.1;1.8;Rising;Rising;1;Recessionary Pressure
2009-12-31;0.1;2.7;Rising;Rising;0;Reflation / Overheating
2010-01-31;0.1;2.6;Rising;Rising;0;Reflation / Overheating
2010-02-28;0.1;2.1;Rising;Rising;0;Reflation / Overheating
2010-03-31;1.7;2.3;Rising;Rising;0;Reflation / Overheating
2010-04-30;1.7;2.2;Rising;Rising;0;Reflation / Overheating
2010-05-31;1.7;2.0;Rising;Rising;0;Reflation / Overheating
2010-06-30;2.9;1.1;Falling;Rising;0;Disinflationary Expansion
2010-07-31;2.9;1.2;Falling;Rising;0;Disinflationary Expansion
2010-08-31;2.9;1.1;Falling;Rising;0;Disinflationary Expansion
2010-09-30;3.3;1.1;Falling;Rising;0;Disinflationary Expansion
2010-10-31;3.3;1.2;Falling;Rising;0;Disinflationary Expansion
2010-11-30;3.3;1.1;Falling;Rising;0;Disinflationary Expansion
2010-12-31;2.8;1.5;Rising;Falling;0;High Inflation / Slowing Growth
2011-01-31;2.8;1.6;Rising;Falling;0;High Inflation / Slowing Growth
2011-02-28;2.8;2.1;Rising;Falling;0;High Inflation / Slowing Growth
2011-03-31;2.0;2.7;Rising;Falling;0;High Inflation / Slowing Growth
2011-04-30;2.0;3.2;Rising;Falling;0;High Inflation / Slowing Growth
2011-05-31;2.0;3.6;Rising;Falling;0;High Inflation / Slowing Growth
2011-06-30;1.7;3.6;Rising;Falling;0;High Inflation / Slowing Growth
2011-07-31;1.7;3.6;Rising;Falling;0;High Inflation / Slowing Growth
2011-08-31;1.7;3.8;Rising;Falling;0;High Inflation / Slowing Growth
2011-09-30;0.9;3.9;Rising;Falling;0;High Inflation / Slowing Growth
2011-10-31;0.9;3.5;Rising;Falling;0;High Inflation / Slowing Growth
2011-11-30;0.9;3.4;Falling;Falling;0;Recessionary Pressure
2011-12-31;1.5;3.0;Falling;Falling;0;Recessionary Pressure
2012-01-31;1.5;2.9;Falling;Falling;0;Recessionary Pressure
2012-02-29;1.5;2.9;Falling;Falling;0;Recessionary Pressure
2012-03-31;2.6;2.7;Falling;Rising;0;Disinflationary Expansion
2012-04-30;2.6;2.3;Falling;Rising;0;Disinflationary Expansion
2012-05-31;2.6;1.7;Falling;Rising;0;Disinflationary Expansion
2012-06-30;2.4;1.7;Falling;Rising;0;Disinflationary Expansion
2012-07-31;2.4;1.4;Falling;Rising;0;Disinflationary Expansion
2012-08-31;2.4;1.7;Falling;Rising;0;Disinflationary Expansion
2012-09-30;2.6;2.0;Falling;Flat;0;Neutral/Transition
2012-10-31;2.6;2.2;Falling;Flat;0;Neutral/Transition
2012-11-30;2.6;1.8;Rising;Flat;0;Neutral/Transition
2012-12-31;1.6;1.7;Flat;Falling;0;Neutral/Transition
2013-01-31;1.6;1.6;Rising;Falling;0;High Inflation / Slowing Growth
2013-02-28;1.6;2.0;Rising;Falling;0;High Inflation / Slowing Growth
2013-03-31;1.7;1.5;Falling;Falling;0;Recessionary Pressure
2013-04-30;1.7;1.1;Falling;Falling;0;Recessionary Pressure
2013-05-31;1.7;1.4;Falling;Falling;0;Recessionary Pressure
2013-06-30;1.5;1.8;Rising;Falling;0;High Inflation / Slowing Growth
2013-07-31;1.5;2.0;Rising;Falling;0;High Inflation / Slowing Growth
2013-08-31;1.5;1.5;Falling;Falling;0;Recessionary Pressure
2013-09-30;2.2;1.2;Falling;Rising;0;Disinflationary Expansion
2013-10-31;2.2;1.0;Falling;Rising;0;Disinflationary Expansion
2013-11-30;2.2;1.2;Falling;Rising;0;Disinflationary Expansion
2013-12-31;3.0;1.5;Falling;Rising;0;Disinflationary Expansion
2014-01-31;3.0;1.6;Falling;Rising;0;Disinflationary Expansion
2014-02-28;3.0;1.1;Falling;Rising;0;Disinflationary Expansion
2014-03-31;1.7;1.5;Rising;Falling;0;High Inflation / Slowing Growth
2014-04-30;1.7;2.0;Rising;Falling;0;High Inflation / Slowing Growth
2014-05-31;1.7;2.1;Rising;Falling;0;High Inflation / Slowing Growth
2014-06-30;2.7;2.1;Rising;Falling;0;High Inflation / Slowing Growth
2014-07-31;2.7;2.0;Rising;Falling;0;High Inflation / Slowing Growth
2014-08-31;2.7;1.7;Rising;Falling;0;High Inflation / Slowing Growth
2014-09-30;3.1;1.7;Rising;Rising;0;Reflation / Overheating
2014-10-31;3.1;1.7;Falling;Rising;0;Disinflationary Expansion
2014-11-30;3.1;1.3;Falling;Rising;0;Disinflationary Expansion
2014-12-31;2.7;0.8;Falling;Flat;0;Neutral/Transition
2015-01-31;2.7;-0.1;Falling;Flat;0;Neutral/Transition
2015-02-28;2.7;0.0;Falling;Flat;0;Neutral/Transition
2015-03-31;4.0;-0.1;Falling;Rising;0;Disinflationary Expansion
2015-04-30;4.0;-0.2;Falling;Rising;0;Disinflationary Expansion
2015-05-31;4.0;0.0;Falling;Rising;0;Disinflationary Expansion
2015-06-30;3.3;0.1;Falling;Rising;0;Disinflationary Expansion
2015-07-31;3.3;0.2;Rising;Rising;0;Reflation / Overheating
2015-08-31;3.3;0.2;Rising;Rising;0;Reflation / Overheating
2015-09-30;2.4;0.0;Rising;Falling;0;High Inflation / Slowing Growth
2015-10-31;2.4;0.2;Rising;Falling;0;High Inflation / Slowing Growth
2015-11-30;2.4;0.5;Rising;Falling;0;High Inflation / Slowing Growth
2015-12-31;2.1;0.7;Rising;Falling;0;High Inflation / Slowing Growth
2016-01-31;2.1;1.4;Rising;Falling;0;High Inflation / Slowing Growth
2016-02-29;2.1;1.0;Rising;Falling;0;High Inflation / Slowing Growth
2016-03-31;1.8;0.9;Rising;Falling;0;High Inflation / Slowing Growth
2016-04-30;1.8;1.1;Rising;Falling;0;High Inflation / Slowing Growth
2016-05-31;1.8;1.0;Rising;Falling;0;High Inflation / Slowing Growth
2016-06-30;1.5;1.0;Rising;Falling;0;High Inflation / Slowing Growth
2016-07-31;1.5;0.8;Falling;Falling;0;Recessionary Pressure
2016-08-31;1.5;1.1;Rising;Falling;0;High Inflation / Slowing Growth
2016-09-30;1.8;1.5;Rising;Flat;0;Neutral/Transition
2016-10-31;1.8;1.6;Rising;Flat;0;Neutral/Transition
2016-11-30;1.8;1.7;Rising;Flat;0;Neutral/Transition
2016-12-31;2.2;2.1;Rising;Rising;0;Reflation / Overheating
2017-01-31;2.2;2.5;Rising;Rising;0;Reflation / Overheating
2017-02-28;2.2;2.7;Rising;Rising;0;Reflation / Overheating
2017-03-31;2.1;2.4;Rising;Rising;0;Reflation / Overheating
2017-04-30;2.1;2.2;Rising;Rising;0;Reflation / Overheating
2017-05-31;2.1;1.9;Rising;Rising;0;Reflation / Overheating
2017-06-30;2.3;1.6;Falling;Rising;0;Disinflationary Expansion
2017-07-31;2.3;1.7;Falling;Rising;0;Disinflationary Expansion
2017-08-31;2.3;1.9;Falling;Rising;0;Disinflationary Expansion
2017-09-30;2.4;2.2;Falling;Rising;0;Disinflationary Expansion
2017-10-31;2.4;2.0;Falling;Rising;0;Disinflationary Expansion
2017-11-30;2.4;2.2;Rising;Rising;0;Reflation / Overheating
2017-12-31;3.0;2.1;Rising;Rising;0;Reflation / Overheating
2018-01-31;3.0;2.1;Rising;Rising;0;Reflation / Overheating
2018-02-28;3.0;2.2;Rising;Rising;0;Reflation / Overheating
2018-03-31;3.3;2.4;Rising;Rising;0;Reflation / Overheating
2018-04-30;3.3;2.5;Rising;Rising;0;Reflation / Overheating
2018-05-31;3.3;2.8;Rising;Rising;0;Reflation / Overheating
2018-06-30;3.3;2.9;Rising;Rising;0;Reflation / Overheating
2018-07-31;3.3;2.9;Rising;Rising;0;Reflation / Overheating
2018-08-31;3.3;2.7;Rising;Rising;0;Reflation / Overheating
2018-09-30;3.1;2.3;Falling;Falling;0;Recessionary Pressure
2018-10-31;3.1;2.5;Flat;Falling;0;Neutral/Transition
2018-11-30;3.1;2.2;Falling;Falling;0;Recessionary Pressure
2018-12-31;2.1;1.9;Falling;Falling;0;Recessionary Pressure
2019-01-31;2.1;1.6;Falling;Falling;0;Recessionary Pressure
2019-02-28;2.1;1.5;Falling;Falling;0;Recessionary Pressure
2019-03-31;1.9;1.9;Falling;Falling;0;Recessionary Pressure
2019-04-30;1.9;2.0;Falling;Falling;0;Recessionary Pressure
2019-05-31;1.9;1.8;Falling;Falling;0;Recessionary Pressure
2019-06-30;2.2;1.6;Falling;Rising;0;Disinflationary Expansion
2019-07-31;2.2;1.8;Rising;Rising;0;Reflation / Overheating
2019-08-31;2.2;1.7;Rising;Rising;0;Reflation / Overheating
2019-09-30;2.7;1.7;Falling;Rising;0;Disinflationary Expansion
2019-10-31;2.7;1.8;Falling;Rising;0;Disinflationary Expansion
2019-11-30;2.7;2.1;Rising;Rising;0;Reflation / Overheating
2019-12-31;3.2;2.3;Rising;Rising;0;Reflation / Overheating
2020-01-31;3.2;2.5;Rising;Rising;0;Reflation / Overheating
2020-02-29;3.2;2.3;Rising;Rising;0;Reflation / Overheating
2020-03-31;1.2;1.5;Falling;Falling;0;Recessionary Pressure
2020-04-30;1.2;0.3;Falling;Falling;0;Recessionary Pressure
2020-05-31;1.2;0.1;Falling;Falling;0;Recessionary Pressure
2020-06-30;-7.5;0.6;Falling;Falling;1;Recessionary Pressure
2020-07-31;-7.5;1.0;Falling;Falling;1;Recessionary Pressure
2020-08-31;-7.5;1.3;Falling;Falling;1;Recessionary Pressure
2020-09-30;-1.5;1.4;Falling;Falling;1;Recessionary Pressure
2020-10-31;-1.5;1.2;Rising;Falling;1;Recessionary Pressure
2020-11-30;-1.5;1.2;Rising;Falling;1;Recessionary Pressure
2020-12-31;-1.1;1.4;Rising;Rising;1;Recessionary Pressure
2021-01-31;-1.1;1.4;Rising;Rising;1;Recessionary Pressure
2021-02-28;-1.1;1.7;Rising;Rising;1;Recessionary Pressure
2021-03-31;1.6;2.6;Rising;Rising;0;Reflation / Overheating
2021-04-30;1.6;4.2;Rising;Rising;0;Reflation / Overheating
2021-05-31;1.6;5.0;Rising;Rising;0;Reflation / Overheating
2021-06-30;11.9;5.4;Rising;Rising;0;Reflation / Overheating
2021-07-31;11.9;5.4;Rising;Rising;0;Reflation / Overheating
2021-08-31;11.9;5.3;Rising;Rising;0;Reflation / Overheating
2021-09-30;4.7;5.4;Rising;Rising;0;Reflation / Overheating
2021-10-31;4.7;6.2;Rising;Rising;0;Reflation / Overheating
2021-11-30;4.7;6.8;Rising;Rising;0;Reflation / Overheating
2021-12-31;5.4;7.0;Rising;Falling;0;High Inflation / Slowing Growth
2022-01-31;5.4;7.5;Rising;Falling;0;High Inflation / Slowing Growth
2022-02-28;5.4;7.9;Rising;Falling;0;High Inflation / Slowing Growth
2022-03-31;3.6;8.5;Rising;Falling;0;High Inflation / Slowing Growth
2022-04-30;3.6;8.3;Rising;Falling;0;High Inflation / Slowing Growth
2022-05-31;3.6;8.6;Rising;Falling;0;High Inflation / Slowing Growth
2022-06-30;1.9;9.1;Rising;Falling;0;High Inflation / Slowing Growth
2022-07-31;1.9;8.5;Rising;Falling;0;High Inflation / Slowing Growth
2022-08-31;1.9;8.3;Rising;Falling;0;High Inflation / Slowing Growth
2022-09-30;1.7;8.2;Falling;Falling;0;Recessionary Pressure
2022-10-31;1.7;7.7;Falling;Falling;0;Recessionary Pressure
2022-11-30;1.7;7.1;Falling;Falling;0;Recessionary Pressure
2022-12-31;0.7;6.5;Falling;Falling;0;Recessionary Pressure
2023-01-31;0.7;6.4;Falling;Falling;0;Recessionary Pressure
2023-02-28;0.7;6.0;Falling;Falling;0;Recessionary Pressure
2023-03-31;1.7;5.0;Falling;Flat;0;Neutral/Transition
2023-04-30;1.7;4.9;Falling;Flat;0;Neutral/Transition
2023-05-31;1.7;4.0;Falling;Flat;0;Neutral/Transition
2023-06-30;2.4;3.0;Falling;Rising;0;Disinflationary Expansion
2023-07-31;2.4;3.2;Falling;Rising;0;Disinflationary Expansion
2023-08-31;2.4;3.7;Falling;Rising;0;Disinflationary Expansion
2023-09-30;2.9;3.7;Falling;Rising;0;Disinflationary Expansion
2023-10-31;2.9;3.2;Falling;Rising;0;Disinflationary Expansion
2023-11-30;2.9;3.1;Falling;Rising;0;Disinflationary Expansion
2023-12-31;3.1;3.4;Rising;Rising;0;Reflation / Overheating
2024-01-31;3.1;3.1;Falling;Rising;0;Disinflationary Expansion
2024-02-29;3.1;3.2;Falling;Rising;0;Disinflationary Expansion
2024-03-31;2.9;3.5;Falling;Flat;0;Neutral/Transition
2024-04-30;2.9;3.4;Rising;Flat;0;Neutral/Transition
2024-05-31;2.9;3.3;Rising;Flat;0;Neutral/Transition
2024-06-30;2.9;3.0;Falling;Falling;0;Recessionary Pressure
